id	pop	sex	FatherId	MotherId	Fitness0	Hybridindex	Pref0	Pref1	Sex	Signal0	
23803	1	1	21598	21712	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23804	1	1	21766	21652	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23805	1	1	21310	21652	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23806	1	1	21593	21768	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23807	1	1	21426	21491	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23808	1	1	21660	21364	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23809	1	1	21541	21364	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23811	1	1	21499	21509	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23813	1	1	21309	21700	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23815	1	1	21580	21351	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23816	1	1	21546	21351	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23817	1	1	21757	21351	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23818	1	1	21331	21351	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23821	1	1	21676	21376	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23824	1	1	21542	21597	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23825	1	1	21309	21643	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23826	1	1	21385	21643	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23829	1	1	21271	21778	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23830	1	1	21327	21778	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23832	1	1	21664	21273	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23833	1	1	21520	21273	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23834	1	1	21663	21273	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23835	1	1	21580	21401	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23836	1	1	21721	21401	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23837	1	1	21685	21556	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23838	1	1	21732	21556	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23840	1	1	21660	21683	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23841	1	1	21304	21683	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23843	1	1	21720	21428	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23844	1	1	21582	21428	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23850	1	1	21503	21724	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23851	1	1	21512	21439	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23852	1	1	21740	21679	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23853	1	1	21690	21679	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23863	1	1	21595	21492	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23865	1	1	21336	21492	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23866	1	1	21709	21292	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23870	1	1	21673	21684	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23876	1	1	21471	21387	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23878	1	1	21276	21362	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23880	1	1	21707	21362	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23881	1	1	21533	21657	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23883	1	1	21489	21657	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23884	1	1	21373	21715	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23885	1	1	21461	21715	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23889	1	1	21271	21578	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23892	1	1	21755	21571	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23893	1	1	21286	21571	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23897	1	1	21697	21402	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23901	1	1	21410	21466	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23902	1	1	21306	21750	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23905	1	1	21580	21748	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23908	1	1	21511	21390	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23910	1	1	21286	21564	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23911	1	1	21474	21564	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23913	1	1	21277	21711	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23914	1	1	21764	21711	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23915	1	1	21443	21549	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23921	1	1	21538	21305	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23922	1	1	21322	21305	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
23923	1	1	21580	21305	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
