X2,X3,X4,X5,Generation,Iter
Hybridindex,7.76055[9.7239],7.80576[9.73784],7.71901[9.71088],1,0
Pref0,0.388028[0.486195],0.390288[0.486892],0.38595[0.485544],1,0
Signal0,0.388028[0.486195],0.390288[0.486892],0.38595[0.485544],1,0
Hybridindex,6.32047[9.27658],6.41343[9.30626],6.23642[9.24887],2,0
Pref0,0.316275[0.464119],0.320671[0.465313],0.3123[0.463001],2,0
Signal0,0.316275[0.464119],0.320671[0.465313],0.3123[0.463001],2,0
Hybridindex,6.24904[9.18745],6.06496[9.10339],6.42547[9.26388],3,0
Pref0,0.313102[0.460106],0.304134[0.45628],0.321698[0.46358],3,0
Signal0,0.312139[0.460237],0.304134[0.45628],0.319811[0.463868],3,0
Hybridindex,6.34916[9.211],6.86195[9.37558],5.87284[9.02941],4,0
Pref0,0.318436[0.462258],0.344548[0.470929],0.294181[0.452708],4,0
Signal0,0.317877[0.46234],0.342227[0.471389],0.295259[0.452602],4,0
Hybridindex,5.90026[9.00586],5.49017[8.78559],6.35135[9.22106],5,0
Pref0,0.294723[0.452376],0.275184[0.441071],0.316216[0.463543],5,0
Signal0,0.294723[0.452376],0.273956[0.44114],0.317568[0.463348],5,0
Hybridindex,6.87426[9.36111],7.22462[9.44223],6.54611[9.27249],6,0
Pref0,0.340774[0.470819],0.356923[0.47587],0.325648[0.465532],6,0
Signal0,0.343006[0.469592],0.358462[0.473901],0.32853[0.465054],6,0
Hybridindex,6.36945[9.14761],6.60284[9.28566],6.13523[9.00086],7,0
Pref0,0.313499[0.459588],0.326241[0.466942],0.300712[0.451726],7,0
Signal0,0.320604[0.459517],0.336879[0.466982],0.30427[0.451312],7,0
Hybridindex,5.51975[8.68713],5.6802[8.80034],5.36779[8.57577],8,0
Pref0,0.27284[0.43773],0.281726[0.442732],0.264423[0.432772],8,0
Signal0,0.271605[0.434964],0.279188[0.440032],0.264423[0.429986],8,0
Hybridindex,5.12651[8.42037],5.1875[8.43012],5.06977[8.4109],9,0
Pref0,0.253012[0.4254],0.254167[0.428154],0.251938[0.422818],9,0
Signal0,0.248996[0.425409],0.241667[0.423199],0.255814[0.427342],9,0
Hybridindex,5.79699[8.90532],6.07971[9.04362],5.49219[8.74352],10,0
Pref0,0.281955[0.447858],0.297101[0.453],0.265625[0.441665],10,0
Signal0,0.285714[0.451754],0.304348[0.460131],0.265625[0.441665],10,0
Hybridindex,6[8.99711],5.43[8.65853],6.61957[9.31174],11,0
Pref0,0.291667[0.45453],0.26[0.438634],0.326087[0.46878],11,0
Signal0,0.291667[0.45453],0.26[0.438634],0.326087[0.46878],11,0
Hybridindex,6.03125[8.97532],5.65909[8.79487],6.34615[9.11336],12,0
Pref0,0.291667[0.45453],0.272727[0.445362],0.307692[0.461538],12,0
Signal0,0.291667[0.45453],0.272727[0.445362],0.307692[0.461538],12,0
Hybridindex,6.60714[9.22763],8.13333[9.70132],4.84615[8.30751],13,0
