X2,X3,X4,X5,Generation,Iter
Hybridindex,9.92462[9.96196],9.77995[9.94855],10.0775[9.97383],1,0
Pref0,0.496231[0.498098],0.488998[0.497427],0.503876[0.498691],1,0
Signal0,0.496231[0.498098],0.488998[0.497427],0.503876[0.498691],1,0
Hybridindex,10.1689[9.92579],10.2248[9.91872],10.1073[9.9332],2,0
Pref0,0.50659[0.497065],0.509434[0.496756],0.50346[0.497386],2,0
Signal0,0.50659[0.497065],0.509434[0.496756],0.50346[0.497386],2,0
Hybridindex,10.9478[9.89304],11.4884[9.81781],10.4532[9.93564],3,0
Pref0,0.545556[0.496244],0.574419[0.490891],0.519149[0.499633],3,0
Signal0,0.545556[0.496244],0.574419[0.490891],0.519149[0.499633],3,0
Hybridindex,9.68437[9.81917],8.73125[9.76759],10.6375[9.778],4,0
Pref0,0.48125[0.493354],0.43125[0.492086],0.53125[0.489539],4,0
Signal0,0.48125[0.493354],0.43125[0.492086],0.53125[0.489539],4,0
Hybridindex,10.9233[9.77475],11.885[9.65527],9.8427[9.79526],5,0
Pref0,0.542328[0.494207],0.585[0.490179],0.494382[0.494318],5,0
Signal0,0.542328[0.494207],0.585[0.490179],0.494382[0.494318],5,0
Hybridindex,9.53913[9.77356],9.24107[9.76052],9.82203[9.77751],6,0
Pref0,0.469565[0.494698],0.455357[0.4935],0.483051[0.495455],6,0
Signal0,0.469565[0.494698],0.455357[0.4935],0.483051[0.495455],6,0
Hybridindex,11.0685[9.69759],12.6765[9.4518],9.66667[9.69161],7,0
Pref0,0.547945[0.490767],0.632353[0.474478],0.474359[0.492882],7,0
Signal0,0.547945[0.490767],0.632353[0.474478],0.474359[0.492882],7,0
Hybridindex,7.73333[9.51905],7.44737[9.59289],8.22727[9.36959],8,0
Pref0,0.383333[0.477552],0.368421[0.482376],0.409091[0.467983],8,0
Signal0,0.383333[0.477552],0.368421[0.482376],0.409091[0.467983],8,0
Hybridindex,5.08333[8.61644],4[8],5.85714[8.95111],9,0
Pref0,0.25[0.433013],0.2[0.4],0.285714[0.451754],9,0
Signal0,0.25[0.433013],0.2[0.4],0.285714[0.451754],9,0
Hybridindex,3.33333[7.45356],0[0],6.66667[9.42809],10,0
Pref0,0.166667[0.372678],0[0],0.333333[0.471405],10,0
Signal0,0.166667[0.372678],0[0],0.333333[0.471405],10,0
Hybridindex,0[0],0[0],0[0],11,0
Pref0,0[0],0[0],0[0],11,0
Signal0,0[0],0[0],0[0],11,0
Hybridindex,9.77941[9.93609],9.76253[9.94425],9.79405[9.92898],1,0_1
Pref0,0.488971[0.496804],0.488127[0.497213],0.489703[0.496449],1,0_1
Signal0,0.488971[0.496804],0.488127[0.497213],0.489703[0.496449],1,0_1
Hybridindex,10.3981[9.91363],10.4956[9.88444],10.3026[9.94121],2,0_1
Pref0,0.519651[0.496692],0.523529[0.49501],0.51585[0.498305],2,0_1
Signal0,0.519651[0.496692],0.523529[0.49501],0.51585[0.498305],2,0_1
Hybridindex,10.8483[9.90452],10.7215[9.94405],10.9859[9.85961],3,0_1
Pref0,0.540678[0.496639],0.535831[0.497897],0.545936[0.495217],3,0_1
Signal0,0.540678[0.496639],0.535831[0.497897],0.545936[0.495217],3,0_1
Hybridindex,10.9195[9.85723],11.0954[9.9017],10.7408[9.80862],4,0_1
Pref0,0.544156[0.494776],0.554124[0.495764],0.534031[0.493565],4,0_1
Signal0,0.544156[0.494776],0.554124[0.495764],0.534031[0.493565],4,0_1
Hybridindex,10.3448[9.83318],10.5917[9.87463],10.0804[9.78167],5,0_1
Pref0,0.510776[0.49664],0.529167[0.497057],0.491071[0.495435],5,0_1
Signal0,0.510776[0.49664],0.529167[0.497057],0.491071[0.495435],5,0_1
Hybridindex,10.5[9.62432],9.07143[9.4816],12.1176[9.52825],6,0_1
Pref0,0.513793[0.494608],0.441558[0.489991],0.595588[0.487018],6,0_1
Signal0,0.513793[0.494608],0.441558[0.489991],0.595588[0.487018],6,0_1
Hybridindex,13.5682[8.83407],14[8.59203],13.05[9.089],7,0_1
Pref0,0.659091[0.467983],0.666667[0.471405],0.65[0.463681],7,0_1
Signal0,0.659091[0.467983],0.666667[0.471405],0.65[0.463681],7,0_1
Hybridindex,13.3875[8.93902],13.275[9.04637],13.5[8.82893],8,0_1
Pref0,0.65[0.47697],0.65[0.47697],0.65[0.47697],8,0_1
Signal0,0.65[0.47697],0.65[0.47697],0.65[0.47697],8,0_1
Hybridindex,15.125[7.83037],16.0625[7.07521],13.875[8.57838],9,0_1
Pref0,0.732143[0.432644],0.78125[0.394048],0.666667[0.471405],9,0_1
Signal0,0.732143[0.432644],0.78125[0.394048],0.666667[0.471405],9,0_1
Hybridindex,13.1875[8.80674],10.95[9.06766],16.9167[6.89454],10,0_1
Pref0,0.625[0.484123],0.5[0.5],0.833333[0.372678],10,0_1
Signal0,0.625[0.484123],0.5[0.5],0.833333[0.372678],10,0_1
Hybridindex,12.0714[9.15903],13.8333[8.72098],10.75[9.25675],11,0_1
Pref0,0.571429[0.494872],0.666667[0.471405],0.5[0.5],11,0_1
Signal0,0.571429[0.494872],0.666667[0.471405],0.5[0.5],11,0_1
Hybridindex,3.6[3.70675],1.66667[0.235702],6.5[4.5],12,0_1
Pref0,0.1[0.2],0[0],0.25[0.25],12,0_1
Signal0,0.1[0.2],0[0],0.25[0.25],12,0_1
Hybridindex,2[0],0[0],2[0],13,0_1
Pref0,0[0],0[0],0[0],13,0_1
Signal0,0[0],0[0],0[0],13,0_1
Hybridindex,9.807[9.95582],10.0739[9.96271],9.55083[9.94247],1,0_10
Pref0,0.49035[0.497791],0.503695[0.498136],0.477541[0.497123],1,0_10
Signal0,0.49035[0.497791],0.503695[0.498136],0.477541[0.497123],1,0_10
Hybridindex,9.05954[9.90186],9[9.83425],9.11175[9.96047],2,0_10
Pref0,0.451908[0.494605],0.447712[0.490642],0.455587[0.498024],2,0_10
Signal0,0.451908[0.494605],0.447712[0.490642],0.455587[0.498024],2,0_10
Hybridindex,8.8587[9.88896],8.74552[9.88481],8.97436[9.89187],3,0_10
Pref0,0.442935[0.494448],0.437276[0.49424],0.448718[0.494594],3,0_10
Signal0,0.442935[0.494448],0.437276[0.49424],0.448718[0.494594],3,0_10
Hybridindex,8.60283[9.74981],8.30198[9.74084],8.92781[9.74906],4,0_10
Pref0,0.429306[0.488442],0.410891[0.486939],0.449198[0.489283],4,0_10
Signal0,0.429306[0.488442],0.410891[0.486939],0.449198[0.489283],4,0_10
Hybridindex,9.09449[9.71366],9.52101[9.77335],8.71852[9.64511],5,0_10
Pref0,0.462598[0.497611],0.478992[0.499558],0.448148[0.495439],5,0_10
Signal0,0.462598[0.497611],0.478992[0.499558],0.448148[0.495439],5,0_10
Hybridindex,8.67751[9.51725],9.22436[9.58787],8.20879[9.43109],6,0_10
Pref0,0.434911[0.491249],0.461538[0.498519],0.412088[0.483766],6,0_10
Signal0,0.434911[0.491249],0.461538[0.498519],0.412088[0.483766],6,0_10
Hybridindex,9.99554[9.33443],9.07377[9.38993],11.098[9.14642],7,0_10
Pref0,0.504464[0.488691],0.459016[0.490024],0.558824[0.481491],7,0_10
Signal0,0.504464[0.488691],0.459016[0.490024],0.558824[0.481491],7,0_10
Hybridindex,10.4792[9.29286],11.4286[9.19483],9.58108[9.29582],8,0_10
Pref0,0.506944[0.489423],0.542857[0.483609],0.472973[0.492456],8,0_10
Signal0,0.506944[0.489423],0.542857[0.483609],0.472973[0.492456],8,0_10
Hybridindex,9.36047[8.64905],9.3913[8.38342],9.325[8.94466],9,0_10
Pref0,0.418605[0.469168],0.434783[0.473294],0.4[0.463681],9,0_10
Signal0,0.418605[0.469168],0.434783[0.473294],0.4[0.463681],9,0_10
Hybridindex,11.5[8.19952],11.25[8.94497],11.6389[7.751],10,0_10
Pref0,0.517857[0.472118],0.55[0.471699],0.5[0.471405],10,0_10
Signal0,0.517857[0.472118],0.55[0.471699],0.5[0.471405],10,0_10
Hybridindex,14.0357[7.13634],12.5[7.47663],15.8077[6.27124],11,0_10
Pref0,0.678571[0.447499],0.566667[0.478423],0.807692[0.36891],11,0_10
Signal0,0.678571[0.447499],0.566667[0.478423],0.807692[0.36891],11,0_10
Hybridindex,13.2[6.94694],13.1786[7.29385],13.25[6.06046],12,0_10
Pref0,0.65[0.45],0.678571[0.447499],0.583333[0.448764],12,0_10
Signal0,0.65[0.45],0.678571[0.447499],0.583333[0.448764],12,0_10
Hybridindex,9.65625[7.15393],10.5[7.05534],8.57143[7.13357],13,0_10
Pref0,0.34375[0.458215],0.388889[0.458123],0.285714[0.451754],13,0_10
Signal0,0.34375[0.458215],0.388889[0.458123],0.285714[0.451754],13,0_10
Hybridindex,13.5714[7.36026],12[8],15.6667[5.77831],14,0_10
Pref0,0.571429[0.494872],0.5[0.5],0.666667[0.471405],14,0_10
Signal0,0.571429[0.494872],0.5[0.5],0.666667[0.471405],14,0_10
Hybridindex,10.9[7.10915],12.75[6.78694],3.5[0],15,0_10
Pref0,0.4[0.489898],0.5[0.5],0[0],15,0_10
Signal0,0.4[0.489898],0.5[0.5],0[0],15,0_10
Hybridindex,4.5[1],5.5[0],3.5[0],16,0_10
Pref0,0[0],0[0],0[0],16,0_10
Signal0,0[0],0[0],0[0],16,0_10
Hybridindex,0[0],0[0],0[0],17,0_10
Pref0,0[0],0[0],0[0],17,0_10
Signal0,0[0],0[0],0[0],17,0_10
Hybridindex,9.80998[9.98631],9.28571[9.9621],10.2982[9.98407],1,0_100
Pref0,0.490499[0.499315],0.464286[0.498105],0.514908[0.499204],1,0_100
Signal0,0.490499[0.499315],0.464286[0.498105],0.514908[0.499204],1,0_100
Hybridindex,10.2537[9.95664],10.3191[9.96826],10.1877[9.94447],2,0_100
Pref0,0.512684[0.497832],0.515957[0.498413],0.509383[0.497223],2,0_100
Signal0,0.512684[0.497832],0.515957[0.498413],0.509383[0.497223],2,0_100
Hybridindex,10.2283[9.93845],10.7452[9.88848],9.66434[9.96213],3,0_100
Pref0,0.510033[0.496543],0.535256[0.493912],0.482517[0.497942],3,0_100
Signal0,0.510033[0.496543],0.535256[0.493912],0.482517[0.497942],3,0_100
Hybridindex,9.32214[9.94031],9.6375[9.91967],9.0099[9.95086],4,0_100
Pref0,0.466418[0.496998],0.4825[0.495927],0.450495[0.497543],4,0_100
Signal0,0.466418[0.496998],0.4825[0.495927],0.450495[0.497543],4,0_100
Hybridindex,10.5297[9.93113],10.0177[9.89527],11.0938[9.94001],5,0_100
Pref0,0.526022[0.496523],0.5[0.494652],0.554688[0.497],5,0_100
Signal0,0.526022[0.496523],0.5[0.494652],0.554688[0.497],5,0_100
Hybridindex,11.0769[9.86417],11.6667[9.68963],10.5714[9.98366],6,0_100
Pref0,0.553846[0.493208],0.583333[0.484481],0.528571[0.499183],6,0_100
Signal0,0.553846[0.493208],0.583333[0.484481],0.528571[0.499183],6,0_100
Hybridindex,12.1053[9.72189],13.1707[9.48401],11.2963[9.8218],7,0_100
Pref0,0.605263[0.486095],0.658537[0.474201],0.564815[0.49109],7,0_100
Signal0,0.605263[0.486095],0.658537[0.474201],0.564815[0.49109],7,0_100
Hybridindex,10.339[9.9091],12.5806[9.49286],7.85714[9.76771],8,0_100
Pref0,0.516949[0.495455],0.629032[0.474643],0.392857[0.488386],8,0_100
Signal0,0.516949[0.495455],0.629032[0.474643],0.392857[0.488386],8,0_100
Hybridindex,5[8.66025],2[6],7.14286[9.58315],9,0_100
Pref0,0.25[0.433013],0.1[0.3],0.357143[0.479157],9,0_100
Signal0,0.25[0.433013],0.1[0.3],0.357143[0.479157],9,0_100
Hybridindex,3.75[7.80625],5[8.66025],3.33333[7.45356],10,0_100
Pref0,0.1875[0.390312],0.25[0.433013],0.166667[0.372678],10,0_100
Signal0,0.1875[0.390312],0.25[0.433013],0.166667[0.372678],10,0_100
Hybridindex,1.17647[4.70588],0[0],2.22222[6.28539],11,0_100
Pref0,0.0588235[0.235294],0[0],0.111111[0.31427],11,0_100
Signal0,0.0588235[0.235294],0[0],0.111111[0.31427],11,0_100
Hybridindex,0[0],0[0],0[0],12,0_100
Pref0,0[0],0[0],0[0],12,0_100
Signal0,0[0],0[0],0[0],12,0_100
Hybridindex,0[0],0[0],0[0],13,0_100
Pref0,0[0],0[0],0[0],13,0_100
Signal0,0[0],0[0],0[0],13,0_100
Hybridindex,10.6818[9.92263],10.7604[9.88984],10.597[9.95721],1,0_11
Pref0,0.534091[0.496131],0.538018[0.494492],0.529851[0.497861],1,0_11
Signal0,0.534091[0.496131],0.538018[0.494492],0.529851[0.497861],1,0_11
Hybridindex,10.1856[9.9539],9.86338[9.94288],10.5511[9.95376],2,0_11
Pref0,0.508982[0.497668],0.492958[0.497125],0.527157[0.49766],2,0_11
Signal0,0.508982[0.497668],0.492958[0.497125],0.527157[0.49766],2,0_11
Hybridindex,9.47005[9.95128],9.26316[9.9199],9.63115[9.97267],3,0_11
Pref0,0.473502[0.497564],0.463158[0.495995],0.481557[0.498633],3,0_11
Signal0,0.473502[0.497564],0.463158[0.495995],0.481557[0.498633],3,0_11
Hybridindex,9.6144[9.91508],9.50276[9.93216],9.71154[9.89918],4,0_11
Pref0,0.48072[0.495754],0.475138[0.496608],0.485577[0.494959],4,0_11
Signal0,0.48072[0.495754],0.475138[0.496608],0.485577[0.494959],4,0_11
Hybridindex,8.37943[9.78925],8.78102[9.86235],8[9.70442],5,0_11
Pref0,0.421986[0.492078],0.441606[0.494738],0.403448[0.488829],5,0_11
Signal0,0.421986[0.492078],0.441606[0.494738],0.403448[0.488829],5,0_11
Hybridindex,5.20571[8.66062],5.03093[8.59688],5.42308[8.73435],6,0_11
Pref0,0.262857[0.436928],0.252577[0.431514],0.275641[0.443236],6,0_11
Signal0,0.262857[0.436928],0.252577[0.431514],0.275641[0.443236],6,0_11
Hybridindex,3.92857[7.77555],2.43243[6.32686],4.9537[8.47779],7,0_11
Pref0,0.197802[0.391385],0.121622[0.316343],0.25[0.427633],7,0_11
Signal0,0.197802[0.391385],0.121622[0.316343],0.25[0.427633],7,0_11
Hybridindex,4[7.63053],7.1875[9.29697],1.875[5.30379],8,0_11
Pref0,0.2[0.4],0.375[0.484123],0.0833333[0.276385],8,0_11
Signal0,0.2[0.4],0.375[0.484123],0.0833333[0.276385],8,0_11
Hybridindex,2[5.48765],2.15789[5.8243],1.8125[5.05246],9,0_11
Pref0,0.1[0.287849],0.105263[0.306892],0.09375[0.263317],9,0_11
Signal0,0.1[0.287849],0.105263[0.306892],0.09375[0.263317],9,0_11
Hybridindex,1.75[5.50946],0.142857[0.349927],4[8],10,0_11
Pref0,0.0833333[0.276385],0[0],0.2[0.4],10,0_11
Signal0,0.0833333[0.276385],0[0],0.2[0.4],10,0_11
Hybridindex,0[0],0[0],0[0],11,0_11
Pref0,0[0],0[0],0[0],11,0_11
Signal0,0[0],0[0],0[0],11,0_11
Hybridindex,0[0],0[0],0[0],12,0_11
Pref0,0[0],0[0],0[0],12,0_11
Signal0,0[0],0[0],0[0],12,0_11
Hybridindex,10.4091[9.97354],10[9.98876],10.8808[9.93509],1,0_12
Pref0,0.520457[0.498677],0.5[0.499438],0.544041[0.496754],1,0_12
Signal0,0.520457[0.498677],0.5[0.499438],0.544041[0.496754],1,0_12
Hybridindex,10.8769[9.90205],10.9756[9.86438],10.7843[9.93636],2,0_12
Pref0,0.543845[0.495103],0.54878[0.493219],0.539216[0.496818],2,0_12
Signal0,0.543845[0.495103],0.54878[0.493219],0.539216[0.496818],2,0_12
Hybridindex,10.98[9.92167],10.1762[9.97639],11.6484[9.826],3,0_12
Pref0,0.549[0.496084],0.508811[0.49882],0.582418[0.4913],3,0_12
Signal0,0.549[0.496084],0.508811[0.49882],0.582418[0.4913],3,0_12
Hybridindex,12.4862[9.62881],12.1925[9.70172],12.8[9.54029],4,0_12
Pref0,0.624309[0.48144],0.609626[0.485086],0.64[0.477015],4,0_12
Signal0,0.624309[0.48144],0.609626[0.485086],0.64[0.477015],4,0_12
Hybridindex,12.1048[9.70976],12.963[9.55096],11.3388[9.78598],5,0_12
Pref0,0.606987[0.486179],0.648148[0.477548],0.570248[0.490849],5,0_12
Signal0,0.606987[0.486179],0.648148[0.477548],0.570248[0.490849],5,0_12
Hybridindex,11.9472[9.5882],12.1133[9.48809],11.8023[9.67233],6,0_12
Pref0,0.60559[0.483934],0.62[0.481941],0.593023[0.485317],6,0_12
