X2,X3,X4,X5,Generation,Iter
Hybridindex,10[9.91042],9.78261[9.91272],10.2108[9.90364],1,0
Pref0,0.5[0.495521],0.48913[0.495636],0.510539[0.495182],1,0
Signal0,0.5[0.495521],0.48913[0.495636],0.510539[0.495182],1,0
Hybridindex,10.6422[9.81819],10.5363[9.81314],10.7442[9.82196],2,0
Pref0,0.531111[0.493433],0.528701[0.493086],0.53343[0.493756],2,0
Signal0,0.531852[0.494511],0.52568[0.494782],0.537791[0.494177],2,0
Hybridindex,11.0444[9.65554],12.2563[9.49881],9.80586[9.65726],3,0
Pref0,0.549819[0.490637],0.616487[0.478813],0.481685[0.493208],3,0
Signal0,0.550725[0.491006],0.612903[0.479671],0.487179[0.494309],3,0
Hybridindex,9.71271[9.52702],10.1131[9.58032],9.33333[9.46061],4,0
Pref0,0.482885[0.486694],0.51005[0.488459],0.457143[0.483609],4,0
Signal0,0.479218[0.488432],0.5[0.488563],0.459524[0.487491],4,0
Hybridindex,9.5418[9.49419],9.35948[9.4814],9.71835[9.50324],5,0
Pref0,0.474277[0.490404],0.457516[0.491588],0.490506[0.488706],5,0
Signal0,0.466238[0.487449],0.457516[0.491588],0.474684[0.483256],5,0
Hybridindex,9.62629[9.44836],8.47802[9.46797],10.6408[9.31395],6,0
Pref0,0.474227[0.494147],0.412088[0.489412],0.529126[0.491803],6,0
Signal0,0.479381[0.486506],0.417582[0.48189],0.533981[0.484027],6,0
Hybridindex,10.2674[9.41481],9.69853[9.46866],10.7763[9.33704],7,0
Pref0,0.513889[0.492811],0.477941[0.488348],0.546053[0.49456],7,0
Signal0,0.520833[0.492566],0.507353[0.496255],0.532895[0.488927],7,0
Hybridindex,12.8421[8.92778],12.5833[8.84237],13.075[8.9976],8,0
Pref0,0.644737[0.478593],0.638889[0.480323],0.65[0.47697],8,0
Signal0,0.638158[0.477098],0.625[0.476897],0.65[0.47697],8,0
Hybridindex,13.7295[8.64679],12.32[8.98207],14.7083[8.26587],9,0
Pref0,0.688525[0.463097],0.6[0.489898],0.75[0.433013],9,0
Signal0,0.688525[0.463097],0.6[0.489898],0.75[0.433013],9,0
Hybridindex,15.4211[7.5677],14.4355[8.12477],16.5962[6.65643],10,0
Pref0,0.789474[0.407682],0.741935[0.43757],0.846154[0.360801],10,0
Signal0,0.789474[0.407682],0.741935[0.43757],0.846154[0.360801],10,0
Hybridindex,17.42[5.94589],18.2667[4.8369],16.15[7.11354],11,0
Pref0,0.88[0.324962],0.933333[0.249444],0.8[0.4],11,0
Signal0,0.88[0.324962],0.933333[0.249444],0.8[0.4],11,0
Hybridindex,19.7857[0.557875],19.875[0.330719],19.6667[0.745356],12,0
Pref0,1[0],1[0],1[0],12,0
Signal0,1[0],1[0],1[0],12,0
Hybridindex,20[0],20[0],0[0],13,0
Pref0,1[0],1[0],0[0],13,0
Signal0,1[0],1[0],0[0],13,0
Hybridindex,10.3333[9.93099],10.7243[9.8914],9.95475[9.95455],1,0_1
Pref0,0.516667[0.496549],0.536215[0.49457],0.497738[0.497727],1,0_1
Signal0,0.516667[0.496549],0.536215[0.49457],0.497738[0.497727],1,0_1
Hybridindex,9.88482[9.93005],10.0459[9.91971],9.72283[9.93781],2,0_1
Pref0,0.493902[0.496904],0.501351[0.496608],0.486413[0.49709],2,0_1
Signal0,0.49458[0.496571],0.501351[0.496608],0.487772[0.496441],2,0_1
Hybridindex,9.95633[9.92033],11.2425[9.86556],8.79661[9.82617],3,0_1
Pref0,0.498217[0.496868],0.56203[0.493288],0.440678[0.493043],3,0_1
Signal0,0.497326[0.496415],0.56203[0.493288],0.438983[0.491975],3,0_1
Hybridindex,8.77098[9.78608],8.82673[9.77379],8.72385[9.7962],4,0_1
Pref0,0.437642[0.489192],0.440594[0.488922],0.435146[0.489406],4,0_1
Signal0,0.438776[0.489914],0.440594[0.488922],0.437238[0.490745],4,0_1
Hybridindex,8.61709[9.83739],9.1345[9.90478],8.0069[9.722],5,0_1
Pref0,0.428797[0.492501],0.453216[0.496336],0.4[0.486366],5,0_1
Signal0,0.431962[0.492948],0.459064[0.496852],0.4[0.486366],5,0_1
Hybridindex,6.92571[9.38693],7.0122[9.43074],6.84946[9.34747],6,0_1
Pref0,0.345714[0.468031],0.353659[0.471685],0.33871[0.464673],6,0_1
Signal0,0.345714[0.471073],0.347561[0.472984],0.344086[0.469377],6,0_1
Hybridindex,6.34177[9.1567],4.72222[8.3287],7.69767[9.58811],7,0_1
Pref0,0.322785[0.457276],0.236111[0.416435],0.395349[0.476886],7,0_1
Signal0,0.310127[0.459112],0.222222[0.41574],0.383721[0.480276],7,0_1
Hybridindex,8.43137[9.77643],8[9.79796],8.84615[9.73768],8,0_1
Pref0,0.421569[0.488822],0.4[0.489898],0.442308[0.486884],8,0_1
Signal0,0.421569[0.488822],0.4[0.489898],0.442308[0.486884],8,0_1
Hybridindex,5.12821[8.73302],4.54545[8.3814],5.88235[9.1129],9,0_1
Pref0,0.25641[0.436651],0.227273[0.41907],0.294118[0.455645],9,0_1
Signal0,0.25641[0.436651],0.227273[0.41907],0.294118[0.455645],9,0_1
Hybridindex,6.95652[9.52561],2.5[6.61438],9.33333[9.97775],10,0_1
Pref0,0.347826[0.47628],0.125[0.330719],0.466667[0.498888],10,0_1
Signal0,0.347826[0.47628],0.125[0.330719],0.466667[0.498888],10,0_1
Hybridindex,7[9],5[8.66025],8.33333[8.97527],11,0_1
Pref0,0.35[0.45],0.25[0.433013],0.416667[0.448764],11,0_1
Signal0,0.35[0.45],0.25[0.433013],0.416667[0.448764],11,0_1
Hybridindex,7.02632[9.05026],7.55556[9.13006],6.55[8.95112],12,0_1
Pref0,0.315789[0.46483],0.333333[0.471405],0.3[0.458258],12,0_1
